Product Name,Product Url,Brand,Category,Date,Quantity Sold,Sale Price,Purchase Price,Supplier Name,Month
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2024-01-20,42,6.44,5.51199783495221,Supplier 32,2024-01
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2024-03-27,65,6.44,4.770540561070256,Supplier 45,2024-03
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2024-02-27,64,6.44,5.720154749170428,Supplier 5,2024-02
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2024-02-18,82,6.44,5.520304604945431,Supplier 24,2024-02
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2023-08-28,21,6.44,5.064589668484574,Supplier 4,2023-08
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2023-12-08,56,6.44,5.368494945701442,Supplier 9,2023-12
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2024-04-24,61,6.44,4.7156299314687145,Supplier 40,2024-04
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2023-12-06,70,6.44,4.716338088167102,Supplier 43,2023-12
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2023-10-31,56,6.44,5.481950448805288,Supplier 31,2023-10
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2024-03-10,22,6.44,4.633614153157351,Supplier 8,2024-03
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2024-02-18,20,6.44,5.244015001475883,Supplier 41,2024-02
"Gerber Newborn Baby Girl Reusable Flannel Wipes, 12-Pack",https://www.walmart.com/ip/Gerber-Newborn-Baby-Girl-Reusable-Flannel-Wipes-12-Pack/142152355,GERBER,Baby | Diapering | Baby Wipes,2023-11-05,79,6.44,4.508910964732488,Supplier 11,2023-11
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-12-17,52,241.43,199.55385944582972,Supplier 2,2023-12
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-06-15,46,241.43,185.07777455917903,Supplier 17,2024-06
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-03-14,62,241.43,183.04515104003627,Supplier 49,2024-03
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-05-06,47,241.43,183.07097155971508,Supplier 7,2024-05
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-03-21,93,241.43,159.04856508093172,Supplier 3,2024-03
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-01-05,88,241.43,191.7949651988472,Supplier 16,2024-01
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-07-06,22,241.43,211.69267084838214,Supplier 38,2024-07
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-10-06,75,241.43,167.5565113458487,Supplier 20,2023-10
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-03-01,16,241.43,191.58964473545242,Supplier 5,2024-03
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-04-30,37,241.43,194.60181121640653,Supplier 23,2024-04
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-11-15,1,241.43,201.0338271164476,Supplier 14,2023-11
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-08-16,13,241.43,195.0619057818546,Supplier 22,2023-08
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-05-18,100,241.43,195.12884666647054,Supplier 9,2024-05
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-05-28,91,241.43,182.86850784520794,Supplier 48,2024-05
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-05-13,10,241.43,203.29464615093545,Supplier 8,2024-05
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-06-20,64,241.43,210.5811195162091,Supplier 21,2024-06
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-01-09,40,241.43,199.04594327227446,Supplier 8,2024-01
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-06-11,50,241.43,178.9367144597415,Supplier 30,2024-06
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-01-25,84,241.43,198.98054807106936,Supplier 15,2024-01
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-08-22,62,241.43,196.379059785097,Supplier 17,2023-08
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-02-26,38,241.43,207.4645845903376,Supplier 5,2024-02
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-04-30,45,241.43,183.22064929133433,Supplier 18,2024-04
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-09-20,16,241.43,203.15015913825957,Supplier 13,2023-09
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-04-23,15,241.43,198.4822655319492,Supplier 28,2024-04
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-09-22,50,241.43,207.52873439344268,Supplier 38,2023-09
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-03-07,94,241.43,201.11368714158968,Supplier 8,2024-03
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-08-11,43,241.43,191.8189742867955,Supplier 39,2024-08
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-02-17,63,241.43,182.7252796468684,Supplier 15,2024-02
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-06-11,8,241.43,190.42048464022392,Supplier 11,2024-06
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-08-22,22,241.43,182.71063532356678,Supplier 20,2023-08
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-08-17,32,241.43,163.32778435007728,Supplier 27,2023-08
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-02-18,12,241.43,190.85748265692612,Supplier 18,2024-02
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2023-11-24,57,241.43,162.9153711790918,Supplier 34,2023-11
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-07-30,52,241.43,192.1530089028665,Supplier 32,2024-07
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-04-12,48,241.43,205.6555707526097,Supplier 13,2024-04
Advantek 4 ft. Pet Gazebo,https://www.walmart.com/ip/Advantek-4-ft-Pet-Gazebo/881198456,Advantek,"Pets | Dogs | Dog Houses, Crates, Kennels, Cages, Beds | Dog Crates | Wire Dog Crates",2024-01-07,63,241.43,160.07573111045807,Supplier 22,2024-01
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-08-12,27,27.95,22.727672398386552,Supplier 19,2024-08
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-03-23,82,27.95,19.876278491643422,Supplier 15,2024-03
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-06-01,88,27.95,18.717261217292965,Supplier 13,2024-06
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-05-30,55,27.95,24.577220257798682,Supplier 11,2024-05
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-12-25,61,27.95,19.801271354845,Supplier 48,2023-12
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-08-10,96,27.95,19.356611667318525,Supplier 12,2024-08
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-05-01,35,27.95,18.81838192761066,Supplier 14,2024-05
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-05-07,60,27.95,18.585478744986382,Supplier 6,2024-05
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-12-29,96,27.95,21.842821284468627,Supplier 7,2023-12
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-03-17,11,27.95,22.43592980708743,Supplier 44,2024-03
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-09-22,51,27.95,23.639442713455065,Supplier 32,2023-09
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-08-24,14,27.95,19.317378989082552,Supplier 10,2023-08
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-10-19,44,27.95,22.020573203554125,Supplier 45,2023-10
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-10-03,52,27.95,18.564141917141352,Supplier 6,2023-10
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-11-16,59,27.95,21.392653110781414,Supplier 49,2023-11
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-01-09,86,27.95,23.117156673667488,Supplier 31,2024-01
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-11-02,96,27.95,20.50196440193092,Supplier 49,2023-11
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-12-01,29,27.95,18.70644835857326,Supplier 37,2023-12
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-08-06,26,27.95,19.172336344760016,Supplier 26,2024-08
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-03-17,88,27.95,25.091072113320113,Supplier 19,2024-03
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-12-10,51,27.95,23.661336232745505,Supplier 47,2023-12
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-12-23,66,27.95,23.72046265738908,Supplier 34,2023-12
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-10-12,16,27.95,21.824255096487196,Supplier 8,2023-10
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-10-21,89,27.95,21.883959722292172,Supplier 38,2023-10
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-02-26,33,27.95,18.33242263226132,Supplier 46,2024-02
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-12-05,29,27.95,20.704686969668863,Supplier 3,2023-12
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-08-19,74,27.95,23.905140560650217,Supplier 22,2023-08
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-11-14,83,27.95,25.015845300513202,Supplier 27,2023-11
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-05-21,58,27.95,25.059426273249603,Supplier 24,2024-05
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-11-26,75,27.95,22.727434229592895,Supplier 30,2023-11
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-02-16,29,27.95,22.753681630166565,Supplier 12,2024-02
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-08-11,23,27.95,21.860812877337647,Supplier 21,2024-08
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2024-07-12,6,27.95,18.77454932267703,Supplier 35,2024-07
"Honey Roasted Pecans, 5.5oz Canisters (Pack of 3)",https://www.walmart.com/ip/Honey-Roasted-Pecans-5-5oz-Canisters-Pack-of-3/372716280,Superior Nut Company,"Food | Snacks, Cookies & Chips | Nuts, Trail Mix & Seeds | Nuts",2023-11-30,99,27.95,24.682952404757533,Supplier 41,2023-11
"Product Of Chef Boyardee, Lasagna Bowl, Count 1 - Spaghettis & Pasta / Grab Varieties & Flavors",https://www.walmart.com/ip/Product-Of-Chef-Boyardee-Lasagna-Bowl-Count-1-Spaghettis-Pasta-Grab-Varieties-Flavors/241053420,Product Of Chef Boyardee,"Food | Meal Solutions, Grains & Pasta | Boxed Meals | Boxed Meals",2023-09-02,37,9.47,6.259844662105326,Supplier 49,2023-09
"Product Of Chef Boyardee, Lasagna Bowl, Count 1 - Spaghettis & Pasta / Grab Varieties & Flavors",https://www.walmart.com/ip/Product-Of-Chef-Boyardee-Lasagna-Bowl-Count-1-Spaghettis-Pasta-Grab-Varieties-Flavors/241053420,Product Of Chef Boyardee,"Food | Meal Solutions, Grains & Pasta | Boxed Meals | Boxed Meals",2024-07-12,76,9.47,8.373026978726548,Supplier 5,2024-07
"Product Of Chef Boyardee, Lasagna Bowl, Count 1 - Spaghettis & Pasta / Grab Varieties & Flavors",https://www.walmart.com/ip/Product-Of-Chef-Boyardee-Lasagna-Bowl-Count-1-Spaghettis-Pasta-Grab-Varieties-Flavors/241053420,Product Of Chef Boyardee,"Food | Meal Solutions, Grains & Pasta | Boxed Meals | Boxed Meals",2024-03-19,30,9.47,6.360951050009453,Supplier 6,2024-03
"Product Of Chef Boyardee, Lasagna Bowl, Count 1 - Spaghettis & Pasta / Grab Varieties & Flavors",https://www.walmart.com/ip/Product-Of-Chef-Boyardee-Lasagna-Bowl-Count-1-Spaghettis-Pasta-Grab-Varieties-Flavors/241053420,Product Of Chef Boyardee,"Food | Meal Solutions, Grains & Pasta | Boxed Meals | Boxed Meals",2023-09-05,70,9.47,6.767581834925931,Supplier 31,2023-09
"Product Of Chef Boyardee, Lasagna Bowl, Count 1 - Spaghettis & Pasta / Grab Varieties & Flavors",https://www.walmart.com/ip/Product-Of-Chef-Boyardee-Lasagna-Bowl-Count-1-Spaghettis-Pasta-Grab-Varieties-Flavors/241053420,Product Of Chef Boyardee,"Food | Meal Solutions, Grains & Pasta | Boxed Meals | Boxed Meals",2023-08-20,44,9.47,6.421702911151786,Supplier 14,2023-08
"Product Of Chef Boyardee, Lasagna Bowl, Count 1 - Spaghettis & Pasta / Grab Varieties & Flavors",https://www.walmart.com/ip/Product-Of-Chef-Boyardee-Lasagna-Bowl-Count-1-Spaghettis-Pasta-Grab-Varieties-Flavors/241053420,Product Of Chef Boyardee,"Food | Meal Solutions, Grains & Pasta | Boxed Meals | Boxed Meals",2024-01-13,90,9.47,7.494600472082674,Supplier 50,2024-01
